id,lookupid,set number,Availability
120,pokemon-japanese-stellar-miracle/talonflame-85,85,
121,pokemon-japanese-stellar-miracle/terapagos-ex-122,122,
122,pokemon-japanese-stellar-miracle/terapagos-ex-130,130,
123,pokemon-japanese-stellar-miracle/terapagos-ex-133,133,
124,pokemon-japanese-stellar-miracle/terapagos-ex-88,88,
125,pokemon-japanese-stellar-miracle/tirtouga-22,22,
126,pokemon-japanese-stellar-miracle/togedemaru-36,36,
127,pokemon-japanese-stellar-miracle/tornadus-82,82,
128,pokemon-japanese-stellar-miracle/turtonator-105,105,
129,pokemon-japanese-stellar-miracle/turtonator-15,15,
130,pokemon-japanese-stellar-miracle/veluza-27,27,
131,pokemon-japanese-stellar-miracle/venerable-tree-101,101,
132,pokemon-japanese-stellar-miracle/vikavolt-35,35,
133,pokemon-japanese-stellar-miracle/wooloo-86,86,
134,pokemon-japanese-stellar-miracle/zeraora-109,109,
135,pokemon-japanese-stellar-miracle/zeraora-37,37,
