id,lookupid,set number,Availability
145,pokemon-japanese-black-bolt/haxorus-72,,
146,pokemon-japanese-black-bolt/haxorus-master-ball-72,,
147,pokemon-japanese-black-bolt/haxorus-poke-ball-72,,
148,pokemon-japanese-black-bolt/karrablast-9,,
149,pokemon-japanese-black-bolt/karrablast-94,,
150,pokemon-japanese-black-bolt/karrablast-master-ball-9,,
151,pokemon-japanese-black-bolt/karrablast-poke-ball-9,,
152,pokemon-japanese-black-bolt/krokorok-142,,
153,pokemon-japanese-black-bolt/krokorok-61,,
154,pokemon-japanese-black-bolt/krokorok-master-ball-61,,
155,pokemon-japanese-black-bolt/krokorok-poke-ball-61,,
156,pokemon-japanese-black-bolt/krookodile-143,,
157,pokemon-japanese-black-bolt/krookodile-62,,
158,pokemon-japanese-black-bolt/krookodile-master-ball-62,,
159,pokemon-japanese-black-bolt/krookodile-poke-ball-62,,
160,pokemon-japanese-black-bolt/kyurem-ex-160,,
161,pokemon-japanese-black-bolt/kyurem-ex-168,,
162,pokemon-japanese-black-bolt/kyurem-ex-31,,
163,pokemon-japanese-black-bolt/lampent-101,,
164,pokemon-japanese-black-bolt/lampent-16,,
165,pokemon-japanese-black-bolt/lampent-master-ball-16,,
166,pokemon-japanese-black-bolt/lampent-poke-ball-16,,
167,pokemon-japanese-black-bolt/landorus-137,,
168,pokemon-japanese-black-bolt/landorus-56,,
169,pokemon-japanese-black-bolt/landorus-master-ball-56,,
170,pokemon-japanese-black-bolt/landorus-poke-ball-56,,
171,pokemon-japanese-black-bolt/larvesta-103,,
172,pokemon-japanese-black-bolt/larvesta-18,,
173,pokemon-japanese-black-bolt/larvesta-master-ball-18,,
174,pokemon-japanese-black-bolt/larvesta-poke-ball-18,,
175,pokemon-japanese-black-bolt/lilligant-7,,
176,pokemon-japanese-black-bolt/lilligant-92,,
177,pokemon-japanese-black-bolt/lilligant-master-ball-7,,
178,pokemon-japanese-black-bolt/lilligant-poke-ball-7,,
179,pokemon-japanese-black-bolt/litwick-100,,
180,pokemon-japanese-black-bolt/litwick-15,,
181,pokemon-japanese-black-bolt/litwick-master-ball-15,,
182,pokemon-japanese-black-bolt/litwick-poke-ball-15,,
183,pokemon-japanese-black-bolt/mandibuzz-145,,
184,pokemon-japanese-black-bolt/mandibuzz-64,,
185,pokemon-japanese-black-bolt/mandibuzz-master-ball-64,,
186,pokemon-japanese-black-bolt/mandibuzz-poke-ball-64,,
187,pokemon-japanese-black-bolt/maractus-8,,
188,pokemon-japanese-black-bolt/maractus-93,,
189,pokemon-japanese-black-bolt/maractus-master-ball-8,,
190,pokemon-japanese-black-bolt/maractus-poke-ball-8,,
191,pokemon-japanese-black-bolt/meloetta-ex-162,,
192,pokemon-japanese-black-bolt/meloetta-ex-170,,
193,pokemon-japanese-black-bolt/meloetta-ex-47,,
194,pokemon-japanese-black-bolt/minccino-157,,
195,pokemon-japanese-black-bolt/minccino-77,,
196,pokemon-japanese-black-bolt/minccino-master-ball-77,,
197,pokemon-japanese-black-bolt/minccino-poke-ball-77,,
198,pokemon-japanese-black-bolt/munna-121,,
199,pokemon-japanese-black-bolt/munna-38,,
200,pokemon-japanese-black-bolt/munna-master-ball-38,,
201,pokemon-japanese-black-bolt/munna-poke-ball-38,,
202,pokemon-japanese-black-bolt/musharna-122,,
203,pokemon-japanese-black-bolt/musharna-39,,
204,pokemon-japanese-black-bolt/musharna-master-ball-39,,
205,pokemon-japanese-black-bolt/musharna-poke-ball-39,,
206,pokemon-japanese-black-bolt/n's-plot-165,,
207,pokemon-japanese-black-bolt/n's-plot-173,,
208,pokemon-japanese-black-bolt/n's-plot-83,,
209,pokemon-japanese-black-bolt/n's-plot-master-ball-83,,
210,pokemon-japanese-black-bolt/n's-plot-poke-ball-83,,
211,pokemon-japanese-black-bolt/palpitoad-108,,
212,pokemon-japanese-black-bolt/palpitoad-23,,
213,pokemon-japanese-black-bolt/palpitoad-master-ball-23,,
214,pokemon-japanese-black-bolt/palpitoad-poke-ball-23,,
215,pokemon-japanese-black-bolt/panpour-105,,
216,pokemon-japanese-black-bolt/panpour-20,,
217,pokemon-japanese-black-bolt/panpour-master-ball-20,,
218,pokemon-japanese-black-bolt/panpour-poke-ball-20,,
219,pokemon-japanese-black-bolt/pansage-4,,
220,pokemon-japanese-black-bolt/pansage-89,,
221,pokemon-japanese-black-bolt/pansage-master-ball-4,,
222,pokemon-japanese-black-bolt/pansage-poke-ball-4,,
223,pokemon-japanese-black-bolt/pawniard-147,,
224,pokemon-japanese-black-bolt/pawniard-66,,
225,pokemon-japanese-black-bolt/pawniard-master-ball-66,,
226,pokemon-japanese-black-bolt/pawniard-poke-ball-66,,
227,pokemon-japanese-black-bolt/petilil-6,,
228,pokemon-japanese-black-bolt/petilil-91,,
229,pokemon-japanese-black-bolt/petilil-master-ball-6,,
230,pokemon-japanese-black-bolt/petilil-poke-ball-6,,
231,pokemon-japanese-black-bolt/pidove-153,,
232,pokemon-japanese-black-bolt/pidove-73,,
233,pokemon-japanese-black-bolt/pidove-master-ball-73,,
234,pokemon-japanese-black-bolt/pidove-poke-ball-73,,
235,pokemon-japanese-black-bolt/pokegear-30-81,,
236,pokemon-japanese-black-bolt/pokegear-30-master-ball-81,,
237,pokemon-japanese-black-bolt/pokegear-30-poke-ball-81,,
238,pokemon-japanese-black-bolt/prism-energy-86,,
239,pokemon-japanese-black-bolt/prism-energy-master-ball-86,,
240,pokemon-japanese-black-bolt/prism-energy-poke-ball-86,,
241,pokemon-japanese-black-bolt/professor's-research-professor-juniper-84,,
242,pokemon-japanese-black-bolt/professor's-research-professor-juniper-master-ball-84,,
243,pokemon-japanese-black-bolt/professor's-research-professor-juniper-poke-ball-84,,
244,pokemon-japanese-black-bolt/reuniclus-125,,
245,pokemon-japanese-black-bolt/reuniclus-42,,
246,pokemon-japanese-black-bolt/reuniclus-master-ball-42,,
247,pokemon-japanese-black-bolt/reuniclus-poke-ball-42,,
248,pokemon-japanese-black-bolt/sandile-141,,
249,pokemon-japanese-black-bolt/sandile-60,,
250,pokemon-japanese-black-bolt/sandile-master-ball-60,,
251,pokemon-japanese-black-bolt/sandile-poke-ball-60,,
252,pokemon-japanese-black-bolt/scolipede-140,,
253,pokemon-japanese-black-bolt/scolipede-59,,
254,pokemon-japanese-black-bolt/scolipede-master-ball-59,,
255,pokemon-japanese-black-bolt/scolipede-poke-ball-59,,
256,pokemon-japanese-black-bolt/seismitoad-109,,
257,pokemon-japanese-black-bolt/seismitoad-24,,
258,pokemon-japanese-black-bolt/seismitoad-master-ball-24,,
259,pokemon-japanese-black-bolt/seismitoad-poke-ball-24,,
260,pokemon-japanese-black-bolt/serperior-ex-159,,
261,pokemon-japanese-black-bolt/serperior-ex-167,,
262,pokemon-japanese-black-bolt/serperior-ex-3,,
263,pokemon-japanese-black-bolt/servine-2,,
264,pokemon-japanese-black-bolt/servine-88,,
265,pokemon-japanese-black-bolt/servine-master-ball-2,,
266,pokemon-japanese-black-bolt/servine-poke-ball-2,,
267,pokemon-japanese-black-bolt/simipour-106,,
268,pokemon-japanese-black-bolt/simipour-21,,
269,pokemon-japanese-black-bolt/simipour-master-ball-21,,
270,pokemon-japanese-black-bolt/simipour-poke-ball-21,,
271,pokemon-japanese-black-bolt/simisage-5,,
272,pokemon-japanese-black-bolt/simisage-90,,
273,pokemon-japanese-black-bolt/simisage-master-ball-5,,
274,pokemon-japanese-black-bolt/simisage-poke-ball-5,,
275,pokemon-japanese-black-bolt/snivy-1,,
276,pokemon-japanese-black-bolt/snivy-87,,
277,pokemon-japanese-black-bolt/snivy-master-ball-1,,
278,pokemon-japanese-black-bolt/snivy-poke-ball-1,,
279,pokemon-japanese-black-bolt/solosis-123,,
280,pokemon-japanese-black-bolt/solosis-40,,
281,pokemon-japanese-black-bolt/solosis-master-ball-40,,
282,pokemon-japanese-black-bolt/solosis-poke-ball-40,,
283,pokemon-japanese-black-bolt/throh-134,,
284,pokemon-japanese-black-bolt/throh-53,,
285,pokemon-japanese-black-bolt/throh-master-ball-53,,
286,pokemon-japanese-black-bolt/throh-poke-ball-53,,
287,pokemon-japanese-black-bolt/thundurus-120,,
288,pokemon-japanese-black-bolt/thundurus-36,,
289,pokemon-japanese-black-bolt/thundurus-master-ball-36,,
290,pokemon-japanese-black-bolt/thundurus-poke-ball-36,,
291,pokemon-japanese-black-bolt/timburr-131,,
292,pokemon-japanese-black-bolt/timburr-50,,
293,pokemon-japanese-black-bolt/timburr-master-ball-50,,
294,pokemon-japanese-black-bolt/timburr-poke-ball-50,,
295,pokemon-japanese-black-bolt/tirtouga-110,,
296,pokemon-japanese-black-bolt/tirtouga-25,,
297,pokemon-japanese-black-bolt/tirtouga-master-ball-25,,
298,pokemon-japanese-black-bolt/tirtouga-poke-ball-25,,
299,pokemon-japanese-black-bolt/tranquill-154,,
300,pokemon-japanese-black-bolt/tranquill-74,,
301,pokemon-japanese-black-bolt/tranquill-master-ball-74,,
302,pokemon-japanese-black-bolt/tranquill-poke-ball-74,,
303,pokemon-japanese-black-bolt/tympole-107,,
304,pokemon-japanese-black-bolt/tympole-22,,
305,pokemon-japanese-black-bolt/tympole-master-ball-22,,
306,pokemon-japanese-black-bolt/tympole-poke-ball-22,,
307,pokemon-japanese-black-bolt/tynamo-117,,
308,pokemon-japanese-black-bolt/tynamo-33,,
309,pokemon-japanese-black-bolt/tynamo-master-ball-33,,
310,pokemon-japanese-black-bolt/tynamo-poke-ball-33,,
311,pokemon-japanese-black-bolt/unfezant-155,,
312,pokemon-japanese-black-bolt/unfezant-75,,
313,pokemon-japanese-black-bolt/unfezant-master-ball-75,,
314,pokemon-japanese-black-bolt/unfezant-poke-ball-75,,
315,pokemon-japanese-black-bolt/venipede-138,,
316,pokemon-japanese-black-bolt/venipede-57,,
317,pokemon-japanese-black-bolt/venipede-master-ball-57,,
318,pokemon-japanese-black-bolt/venipede-poke-ball-57,,
319,pokemon-japanese-black-bolt/victini-12,,
320,pokemon-japanese-black-bolt/victini-97,,
321,pokemon-japanese-black-bolt/victini-master-ball-12,,
322,pokemon-japanese-black-bolt/victini-poke-ball-12,,
323,pokemon-japanese-black-bolt/volcarona-104,,
324,pokemon-japanese-black-bolt/volcarona-19,,
325,pokemon-japanese-black-bolt/volcarona-master-ball-19,,
326,pokemon-japanese-black-bolt/volcarona-poke-ball-19,,
327,pokemon-japanese-black-bolt/vullaby-144,,
328,pokemon-japanese-black-bolt/vullaby-63,,
329,pokemon-japanese-black-bolt/vullaby-master-ball-63,,
330,pokemon-japanese-black-bolt/vullaby-poke-ball-63,,
331,pokemon-japanese-black-bolt/whirlipede-139,,
332,pokemon-japanese-black-bolt/whirlipede-58,,
333,pokemon-japanese-black-bolt/whirlipede-master-ball-58,,
334,pokemon-japanese-black-bolt/whirlipede-poke-ball-58,,
335,pokemon-japanese-black-bolt/zekrom-ex-161,,
336,pokemon-japanese-black-bolt/zekrom-ex-169,,
337,pokemon-japanese-black-bolt/zekrom-ex-174,,
338,pokemon-japanese-black-bolt/zekrom-ex-37,,
