id,lookupid,set number,Availability
68,pokemon-japanese-inferno-x/mismagius-ex-36,36,
69,pokemon-japanese-inferno-x/mismagius-ex-97,97,
70,pokemon-japanese-inferno-x/moltres-14,14,
71,pokemon-japanese-inferno-x/nymble-82,82,
72,pokemon-japanese-inferno-x/nymble-9,9,
73,pokemon-japanese-inferno-x/oddish-1,1,
74,pokemon-japanese-inferno-x/oricorio-ex-111,111,
75,pokemon-japanese-inferno-x/oricorio-ex-18,18,
76,pokemon-japanese-inferno-x/oricorio-ex-95,95,
77,pokemon-japanese-inferno-x/paldean-tauros-42,42,
78,pokemon-japanese-inferno-x/pawmi-32,32,
79,pokemon-japanese-inferno-x/pawmo-33,33,
80,pokemon-japanese-inferno-x/pawmot-34,34,
81,pokemon-japanese-inferno-x/piloswine-24,24,
82,pokemon-japanese-inferno-x/piplup-27,27,
83,pokemon-japanese-inferno-x/piplup-85,85,
84,pokemon-japanese-inferno-x/prinplup-28,28,
85,pokemon-japanese-inferno-x/punk-helmet-104,104,
86,pokemon-japanese-inferno-x/reshiram-17,17,
87,pokemon-japanese-inferno-x/rotom-ex-112,112,
88,pokemon-japanese-inferno-x/rotom-ex-29,29,
89,pokemon-japanese-inferno-x/rotom-ex-96,96,
90,pokemon-japanese-inferno-x/sacred-charm-103,103,
91,pokemon-japanese-inferno-x/sacred-charm-75,75,
92,pokemon-japanese-inferno-x/sandile-53,53,
93,pokemon-japanese-inferno-x/seel-21,21,
94,pokemon-japanese-inferno-x/seviper-52,52,
95,pokemon-japanese-inferno-x/smeargle-68,68,
96,pokemon-japanese-inferno-x/sneasel-48,48,
97,pokemon-japanese-inferno-x/suicune-26,26,
98,pokemon-japanese-inferno-x/swinub-23,23,
99,pokemon-japanese-inferno-x/switch-102,102,
100,pokemon-japanese-inferno-x/togedemaru-61,61,
101,pokemon-japanese-inferno-x/togedemaru-90,90,
102,pokemon-japanese-inferno-x/toxel-56,56,
103,pokemon-japanese-inferno-x/toxtricity-57,57,
104,pokemon-japanese-inferno-x/toxtricity-89,89,
105,pokemon-japanese-inferno-x/trapinch-45,45,
106,pokemon-japanese-inferno-x/vibrava-46,46,
107,pokemon-japanese-inferno-x/vileplume-3,3,
108,pokemon-japanese-inferno-x/weavile-49,49,
109,pokemon-japanese-inferno-x/whimsicott-38,38,
110,pokemon-japanese-inferno-x/wigglytuff-65,65,
111,pokemon-japanese-inferno-x/wigglytuff-91,91,
112,pokemon-japanese-inferno-x/yamper-30,30,
113,pokemon-japanese-inferno-x/yamper-86,86,
114,pokemon-japanese-inferno-x/zacian-39,39,
115,pokemon-japanese-inferno-x/zacian-87,87,
116,pokemon-japanese-inferno-x/zigzagoon-69,69,
