id,lookupid,set number,Availability
65,pokemon-japanese-black-bolt/cubchoo-master-ball-28,28,
66,pokemon-japanese-black-bolt/cubchoo-poke-ball-28,28,
67,pokemon-japanese-black-bolt/darmanitan-14,14,
68,pokemon-japanese-black-bolt/darmanitan-99,99,
69,pokemon-japanese-black-bolt/darmanitan-master-ball-14,14,
70,pokemon-japanese-black-bolt/darmanitan-poke-ball-14,14,
71,pokemon-japanese-black-bolt/darumaka-13,13,
72,pokemon-japanese-black-bolt/darumaka-98,98,
73,pokemon-japanese-black-bolt/darumaka-master-ball-13,13,
74,pokemon-japanese-black-bolt/darumaka-poke-ball-13,13,
75,pokemon-japanese-black-bolt/drilbur-130,130,
76,pokemon-japanese-black-bolt/drilbur-48,48,
77,pokemon-japanese-black-bolt/drilbur-master-ball-48,48,
78,pokemon-japanese-black-bolt/drilbur-poke-ball-48,48,
79,pokemon-japanese-black-bolt/duosion-124,124,
80,pokemon-japanese-black-bolt/duosion-41,41,
81,pokemon-japanese-black-bolt/duosion-master-ball-41,41,
82,pokemon-japanese-black-bolt/duosion-poke-ball-41,41,
83,pokemon-japanese-black-bolt/dwebble-135,135,
84,pokemon-japanese-black-bolt/dwebble-54,54,
85,pokemon-japanese-black-bolt/dwebble-master-ball-54,54,
86,pokemon-japanese-black-bolt/dwebble-poke-ball-54,54,
87,pokemon-japanese-black-bolt/eelektrik-118,118,
88,pokemon-japanese-black-bolt/eelektrik-34,34,
89,pokemon-japanese-black-bolt/eelektrik-master-ball-34,34,
90,pokemon-japanese-black-bolt/eelektrik-poke-ball-34,34,
91,pokemon-japanese-black-bolt/eelektross-119,119,
92,pokemon-japanese-black-bolt/eelektross-35,35,
93,pokemon-japanese-black-bolt/eelektross-master-ball-35,35,
94,pokemon-japanese-black-bolt/eelektross-poke-ball-35,35,
95,pokemon-japanese-black-bolt/elgyem-126,126,
96,pokemon-japanese-black-bolt/elgyem-43,43,
97,pokemon-japanese-black-bolt/elgyem-master-ball-43,43,
98,pokemon-japanese-black-bolt/elgyem-poke-ball-43,43,
99,pokemon-japanese-black-bolt/emolga-116,116,
100,pokemon-japanese-black-bolt/emolga-32,32,
101,pokemon-japanese-black-bolt/emolga-master-ball-32,32,
102,pokemon-japanese-black-bolt/emolga-poke-ball-32,32,
103,pokemon-japanese-black-bolt/energy-coin-79,79,
104,pokemon-japanese-black-bolt/energy-coin-master-ball-79,79,
105,pokemon-japanese-black-bolt/energy-coin-poke-ball-79,79,
106,pokemon-japanese-black-bolt/escavalier-146,146,
107,pokemon-japanese-black-bolt/escavalier-65,65,
108,pokemon-japanese-black-bolt/escavalier-master-ball-65,65,
109,pokemon-japanese-black-bolt/escavalier-poke-ball-65,65,
110,pokemon-japanese-black-bolt/excadrill-ex-163,163,
111,pokemon-japanese-black-bolt/excadrill-ex-171,171,
112,pokemon-japanese-black-bolt/excadrill-ex-49,49,
113,pokemon-japanese-black-bolt/fennel-166,166,
114,pokemon-japanese-black-bolt/fennel-85,85,
115,pokemon-japanese-black-bolt/fennel-master-ball-85,85,
116,pokemon-japanese-black-bolt/fennel-poke-ball-85,85,
117,pokemon-japanese-black-bolt/foongus-10,10,
118,pokemon-japanese-black-bolt/foongus-95,95,
119,pokemon-japanese-black-bolt/foongus-master-ball-10,10,
120,pokemon-japanese-black-bolt/foongus-poke-ball-10,10,
121,pokemon-japanese-black-bolt/fraxure-151,151,
122,pokemon-japanese-black-bolt/fraxure-71,71,
123,pokemon-japanese-black-bolt/fraxure-master-ball-71,71,
124,pokemon-japanese-black-bolt/fraxure-poke-ball-71,71,
125,pokemon-japanese-black-bolt/genesect-ex-164,164,
126,pokemon-japanese-black-bolt/genesect-ex-172,172,
127,pokemon-japanese-black-bolt/genesect-ex-69,69,
128,pokemon-japanese-black-bolt/golett-128,128,
129,pokemon-japanese-black-bolt/golett-45,45,
130,pokemon-japanese-black-bolt/golett-master-ball-45,45,
131,pokemon-japanese-black-bolt/golett-poke-ball-45,45,
132,pokemon-japanese-black-bolt/golurk-129,129,
133,pokemon-japanese-black-bolt/golurk-46,46,
134,pokemon-japanese-black-bolt/golurk-master-ball-46,46,
135,pokemon-japanese-black-bolt/golurk-poke-ball-46,46,
136,pokemon-japanese-black-bolt/gurdurr-132,132,
137,pokemon-japanese-black-bolt/gurdurr-51,51,
138,pokemon-japanese-black-bolt/gurdurr-master-ball-51,51,
139,pokemon-japanese-black-bolt/gurdurr-poke-ball-51,51,
140,pokemon-japanese-black-bolt/haxorus-152,152,
141,pokemon-japanese-black-bolt/haxorus-72,72,
142,pokemon-japanese-black-bolt/haxorus-master-ball-72,72,
143,pokemon-japanese-black-bolt/haxorus-poke-ball-72,72,
144,pokemon-japanese-black-bolt/karrablast-9,9,
145,pokemon-japanese-black-bolt/karrablast-94,94,
146,pokemon-japanese-black-bolt/karrablast-master-ball-9,9,
147,pokemon-japanese-black-bolt/karrablast-poke-ball-9,9,
148,pokemon-japanese-black-bolt/krokorok-142,142,
149,pokemon-japanese-black-bolt/krokorok-61,61,
150,pokemon-japanese-black-bolt/krokorok-master-ball-61,61,
151,pokemon-japanese-black-bolt/krokorok-poke-ball-61,61,
152,pokemon-japanese-black-bolt/krookodile-143,143,
153,pokemon-japanese-black-bolt/krookodile-62,62,
154,pokemon-japanese-black-bolt/krookodile-master-ball-62,62,
155,pokemon-japanese-black-bolt/krookodile-poke-ball-62,62,
156,pokemon-japanese-black-bolt/kyurem-ex-160,160,
157,pokemon-japanese-black-bolt/kyurem-ex-168,168,
158,pokemon-japanese-black-bolt/kyurem-ex-31,31,
159,pokemon-japanese-black-bolt/lampent-101,101,
160,pokemon-japanese-black-bolt/lampent-16,16,
161,pokemon-japanese-black-bolt/lampent-master-ball-16,16,
162,pokemon-japanese-black-bolt/lampent-poke-ball-16,16,
163,pokemon-japanese-black-bolt/landorus-137,137,
164,pokemon-japanese-black-bolt/landorus-56,56,
165,pokemon-japanese-black-bolt/landorus-master-ball-56,56,
166,pokemon-japanese-black-bolt/landorus-poke-ball-56,56,
167,pokemon-japanese-black-bolt/larvesta-103,103,
168,pokemon-japanese-black-bolt/larvesta-18,18,
169,pokemon-japanese-black-bolt/larvesta-master-ball-18,18,
170,pokemon-japanese-black-bolt/larvesta-poke-ball-18,18,
171,pokemon-japanese-black-bolt/lilligant-7,7,
172,pokemon-japanese-black-bolt/lilligant-92,92,
173,pokemon-japanese-black-bolt/lilligant-master-ball-7,7,
174,pokemon-japanese-black-bolt/lilligant-poke-ball-7,7,
175,pokemon-japanese-black-bolt/litwick-100,100,
176,pokemon-japanese-black-bolt/litwick-15,15,
177,pokemon-japanese-black-bolt/litwick-master-ball-15,15,
178,pokemon-japanese-black-bolt/litwick-poke-ball-15,15,
179,pokemon-japanese-black-bolt/mandibuzz-145,145,
180,pokemon-japanese-black-bolt/mandibuzz-64,64,
181,pokemon-japanese-black-bolt/mandibuzz-master-ball-64,64,
182,pokemon-japanese-black-bolt/mandibuzz-poke-ball-64,64,
183,pokemon-japanese-black-bolt/maractus-8,8,
184,pokemon-japanese-black-bolt/maractus-93,93,
185,pokemon-japanese-black-bolt/maractus-master-ball-8,8,
186,pokemon-japanese-black-bolt/maractus-poke-ball-8,8,
187,pokemon-japanese-black-bolt/meloetta-ex-162,162,
188,pokemon-japanese-black-bolt/meloetta-ex-170,170,
189,pokemon-japanese-black-bolt/meloetta-ex-47,47,
190,pokemon-japanese-black-bolt/minccino-157,157,
191,pokemon-japanese-black-bolt/minccino-77,77,
192,pokemon-japanese-black-bolt/minccino-master-ball-77,77,
193,pokemon-japanese-black-bolt/minccino-poke-ball-77,77,
194,pokemon-japanese-black-bolt/munna-121,121,
195,pokemon-japanese-black-bolt/munna-38,38,
196,pokemon-japanese-black-bolt/munna-master-ball-38,38,
197,pokemon-japanese-black-bolt/munna-poke-ball-38,38,
198,pokemon-japanese-black-bolt/musharna-122,122,
199,pokemon-japanese-black-bolt/musharna-39,39,
200,pokemon-japanese-black-bolt/musharna-master-ball-39,39,
201,pokemon-japanese-black-bolt/musharna-poke-ball-39,39,
202,pokemon-japanese-black-bolt/n's-plot-165,165,
203,pokemon-japanese-black-bolt/n's-plot-173,173,
204,pokemon-japanese-black-bolt/n's-plot-83,83,
205,pokemon-japanese-black-bolt/n's-plot-master-ball-83,83,
206,pokemon-japanese-black-bolt/n's-plot-poke-ball-83,83,
207,pokemon-japanese-black-bolt/palpitoad-108,108,
208,pokemon-japanese-black-bolt/palpitoad-23,23,
209,pokemon-japanese-black-bolt/palpitoad-master-ball-23,23,
210,pokemon-japanese-black-bolt/palpitoad-poke-ball-23,23,
211,pokemon-japanese-black-bolt/panpour-105,105,
212,pokemon-japanese-black-bolt/panpour-20,20,
213,pokemon-japanese-black-bolt/panpour-master-ball-20,20,
214,pokemon-japanese-black-bolt/panpour-poke-ball-20,20,
215,pokemon-japanese-black-bolt/pansage-4,4,
216,pokemon-japanese-black-bolt/pansage-89,89,
217,pokemon-japanese-black-bolt/pansage-master-ball-4,4,
218,pokemon-japanese-black-bolt/pansage-poke-ball-4,4,
219,pokemon-japanese-black-bolt/pawniard-147,147,
220,pokemon-japanese-black-bolt/pawniard-66,66,
221,pokemon-japanese-black-bolt/pawniard-master-ball-66,66,
222,pokemon-japanese-black-bolt/pawniard-poke-ball-66,66,
223,pokemon-japanese-black-bolt/petilil-6,6,
224,pokemon-japanese-black-bolt/petilil-91,91,
225,pokemon-japanese-black-bolt/petilil-master-ball-6,6,
226,pokemon-japanese-black-bolt/petilil-poke-ball-6,6,
227,pokemon-japanese-black-bolt/pidove-153,153,
228,pokemon-japanese-black-bolt/pidove-73,73,
229,pokemon-japanese-black-bolt/pidove-master-ball-73,73,
230,pokemon-japanese-black-bolt/pidove-poke-ball-73,73,
231,pokemon-japanese-black-bolt/pokegear-30-81,81,
232,pokemon-japanese-black-bolt/pokegear-30-master-ball-81,81,
233,pokemon-japanese-black-bolt/pokegear-30-poke-ball-81,81,
234,pokemon-japanese-black-bolt/prism-energy-86,86,
235,pokemon-japanese-black-bolt/prism-energy-master-ball-86,86,
236,pokemon-japanese-black-bolt/prism-energy-poke-ball-86,86,
237,pokemon-japanese-black-bolt/professor's-research-professor-juniper-84,84,
238,pokemon-japanese-black-bolt/professor's-research-professor-juniper-master-ball-84,84,
239,pokemon-japanese-black-bolt/professor's-research-professor-juniper-poke-ball-84,84,
240,pokemon-japanese-black-bolt/reuniclus-125,125,
241,pokemon-japanese-black-bolt/reuniclus-42,42,
242,pokemon-japanese-black-bolt/reuniclus-master-ball-42,42,
243,pokemon-japanese-black-bolt/reuniclus-poke-ball-42,42,
244,pokemon-japanese-black-bolt/sandile-141,141,
245,pokemon-japanese-black-bolt/sandile-60,60,
246,pokemon-japanese-black-bolt/sandile-master-ball-60,60,
247,pokemon-japanese-black-bolt/sandile-poke-ball-60,60,
248,pokemon-japanese-black-bolt/scolipede-140,140,
249,pokemon-japanese-black-bolt/scolipede-59,59,
250,pokemon-japanese-black-bolt/scolipede-master-ball-59,59,
251,pokemon-japanese-black-bolt/scolipede-poke-ball-59,59,
252,pokemon-japanese-black-bolt/seismitoad-109,109,
253,pokemon-japanese-black-bolt/seismitoad-24,24,
254,pokemon-japanese-black-bolt/seismitoad-master-ball-24,24,
255,pokemon-japanese-black-bolt/seismitoad-poke-ball-24,24,
256,pokemon-japanese-black-bolt/serperior-ex-159,159,
257,pokemon-japanese-black-bolt/serperior-ex-167,167,
258,pokemon-japanese-black-bolt/serperior-ex-3,3,
259,pokemon-japanese-black-bolt/servine-2,2,
260,pokemon-japanese-black-bolt/servine-88,88,
261,pokemon-japanese-black-bolt/servine-master-ball-2,2,
262,pokemon-japanese-black-bolt/servine-poke-ball-2,2,
263,pokemon-japanese-black-bolt/simipour-106,106,
264,pokemon-japanese-black-bolt/simipour-21,21,
265,pokemon-japanese-black-bolt/simipour-master-ball-21,21,
266,pokemon-japanese-black-bolt/simipour-poke-ball-21,21,
267,pokemon-japanese-black-bolt/simisage-5,5,
268,pokemon-japanese-black-bolt/simisage-90,90,
269,pokemon-japanese-black-bolt/simisage-master-ball-5,5,
270,pokemon-japanese-black-bolt/simisage-poke-ball-5,5,
271,pokemon-japanese-black-bolt/snivy-1,1,
272,pokemon-japanese-black-bolt/snivy-87,87,
273,pokemon-japanese-black-bolt/snivy-master-ball-1,1,
274,pokemon-japanese-black-bolt/snivy-poke-ball-1,1,
275,pokemon-japanese-black-bolt/solosis-123,123,
276,pokemon-japanese-black-bolt/solosis-40,40,
277,pokemon-japanese-black-bolt/solosis-master-ball-40,40,
278,pokemon-japanese-black-bolt/solosis-poke-ball-40,40,
279,pokemon-japanese-black-bolt/throh-134,134,
280,pokemon-japanese-black-bolt/throh-53,53,
281,pokemon-japanese-black-bolt/throh-master-ball-53,53,
282,pokemon-japanese-black-bolt/throh-poke-ball-53,53,
283,pokemon-japanese-black-bolt/thundurus-120,120,
284,pokemon-japanese-black-bolt/thundurus-36,36,
285,pokemon-japanese-black-bolt/thundurus-master-ball-36,36,
286,pokemon-japanese-black-bolt/thundurus-poke-ball-36,36,
287,pokemon-japanese-black-bolt/timburr-131,131,
288,pokemon-japanese-black-bolt/timburr-50,50,
289,pokemon-japanese-black-bolt/timburr-master-ball-50,50,
290,pokemon-japanese-black-bolt/timburr-poke-ball-50,50,
291,pokemon-japanese-black-bolt/tirtouga-110,110,
292,pokemon-japanese-black-bolt/tirtouga-25,25,
293,pokemon-japanese-black-bolt/tirtouga-master-ball-25,25,
294,pokemon-japanese-black-bolt/tirtouga-poke-ball-25,25,
295,pokemon-japanese-black-bolt/tranquill-154,154,
296,pokemon-japanese-black-bolt/tranquill-74,74,
297,pokemon-japanese-black-bolt/tranquill-master-ball-74,74,
298,pokemon-japanese-black-bolt/tranquill-poke-ball-74,74,
299,pokemon-japanese-black-bolt/tympole-107,107,
300,pokemon-japanese-black-bolt/tympole-22,22,
301,pokemon-japanese-black-bolt/tympole-master-ball-22,22,
302,pokemon-japanese-black-bolt/tympole-poke-ball-22,22,
303,pokemon-japanese-black-bolt/tynamo-117,117,
304,pokemon-japanese-black-bolt/tynamo-33,33,
305,pokemon-japanese-black-bolt/tynamo-master-ball-33,33,
306,pokemon-japanese-black-bolt/tynamo-poke-ball-33,33,
307,pokemon-japanese-black-bolt/unfezant-155,155,
308,pokemon-japanese-black-bolt/unfezant-75,75,
309,pokemon-japanese-black-bolt/unfezant-master-ball-75,75,
310,pokemon-japanese-black-bolt/unfezant-poke-ball-75,75,
311,pokemon-japanese-black-bolt/venipede-138,138,
312,pokemon-japanese-black-bolt/venipede-57,57,
313,pokemon-japanese-black-bolt/venipede-master-ball-57,57,
314,pokemon-japanese-black-bolt/venipede-poke-ball-57,57,
315,pokemon-japanese-black-bolt/victini-12,12,
316,pokemon-japanese-black-bolt/victini-97,97,
317,pokemon-japanese-black-bolt/victini-master-ball-12,12,
318,pokemon-japanese-black-bolt/victini-poke-ball-12,12,
319,pokemon-japanese-black-bolt/volcarona-104,104,
320,pokemon-japanese-black-bolt/volcarona-19,19,
321,pokemon-japanese-black-bolt/volcarona-master-ball-19,19,
322,pokemon-japanese-black-bolt/volcarona-poke-ball-19,19,
323,pokemon-japanese-black-bolt/vullaby-144,144,
324,pokemon-japanese-black-bolt/vullaby-63,63,
325,pokemon-japanese-black-bolt/vullaby-master-ball-63,63,
326,pokemon-japanese-black-bolt/vullaby-poke-ball-63,63,
327,pokemon-japanese-black-bolt/whirlipede-139,139,
328,pokemon-japanese-black-bolt/whirlipede-58,58,
329,pokemon-japanese-black-bolt/whirlipede-master-ball-58,58,
330,pokemon-japanese-black-bolt/whirlipede-poke-ball-58,58,
331,pokemon-japanese-black-bolt/zekrom-ex-161,161,
332,pokemon-japanese-black-bolt/zekrom-ex-169,169,
333,pokemon-japanese-black-bolt/zekrom-ex-174,174,
334,pokemon-japanese-black-bolt/zekrom-ex-37,37,
